rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,full_text,clean_text,sentiment,sentiment_confidence,emotion
2.0,Get what you pay for.,The pole is made of thin hollow plastic & the head doesn't want to stay tight which makes the camera fall downwards.<br /><br />Not a recommendation for Samsung Gear 360,[],B01MRSS2R3,B01MRSS2R3,AGBRHKO6LGWIE3EUHLI66VGBYLJA,1496602735000,1,True,Get what you pay for.. The pole is made of thin hollow plastic & the head doesn't want to stay tight which makes the camera fall downwards.<br /><br />Not a recommendation for Samsung Gear 360,get what you pay for the pole is made of thin hollow plastic the head doesn t want to stay tight which makes the camera fall downwards not a recommendation for samsung gear,NEGATIVE,0.6341915130615234,neutral
2.0,"They aren't very comfortable, I prefer the Samsung gear","They aren't very comfortable, I prefer the Samsung gear. Also, the battery life is very short lived. They do fit more snug in your ear which is a plus.",[],B017KE9JRS,B01LZJG4F0,AH4PMDAZEQ6JS5W6RNVLPGMYCTBA,1515596101439,0,True,"They aren't very comfortable, I prefer the Samsung gear. They aren't very comfortable, I prefer the Samsung gear. Also, the battery life is very short lived. They do fit more snug in your ear which is a plus.",they aren t very comfortable i prefer the samsung gear they aren t very comfortable i prefer the samsung gear also the battery life is very short lived they do fit more snug in your ear which is a plus,NEGATIVE,0.5085189938545227,joy
1.0,"Trash, do not buy.","I bought this watch last September, and it was pretty good for several months. But recently it's so slow to do anything. If you install an app, it runs crazy slow, and then you can't uninstall the app. I reset the watch, still terrible. I would like all of my money back, but that's never going to happen.<br /><br />I took out my 2-year-old Samsung gear frontier out of my drawer, updated the software, and it's been working like a drain. Avoid this piece of trash at all cost.",[],B07C6S96NN,B07C6S96NN,AEXQESS6VY2F6BMHIGKPFR52AGXQ,1591311321932,0,False,"Trash, do not buy.. I bought this watch last September, and it was pretty good for several months. But recently it's so slow to do anything. If you install an app, it runs crazy slow, and then you can't uninstall the app. I reset the watch, still terrible. I would like all of my money back, but that's never going to happen.<br /><br />I took out my 2-year-old Samsung gear frontier out of my drawer, updated the software, and it's been working like a drain. Avoid this piece of trash at all cost.",trash do not buy i bought this watch last september and it was pretty good for several months but recently it s so slow to do anything if you install an app it runs crazy slow and then you can t uninstall the app i reset the watch still terrible i would like all of my money back but that s never going to happen i took out my year old samsung gear frontier out of my drawer updated the software and it s been working like a drain avoid this piece of trash at all cost,NEGATIVE,0.9279868006706238,sadness
2.0,Failed after 9 months,"I really had a love-hate relationship with this watch.  The display was nice.  The battery life wasn't good.  Had to charge every other day, which makes it difficult to use as a sleep tracker.  While sleeping, using night mode, the watch would occasionally turn on, waking me up.<br /><br />I bought this watch to swim with, but like many others, found that water was what killed it.  Based on other's stories about attempts to have it repaired, it appears that water damage isn't covered under Samsung's warranty, despite the watch's water resistant rating, and the fact that it has a swimming mode and a 'water eject' feature.  When swimming, the watch buttons would often get hit, stopping the tracking of my swim.  Not cool.<br /><br />When timing my bbq cooking, I often found that the timer was inadvertently stopped.  Really not cool.  Overcooked steaks!<br /><br />I paid $270 for this watch at a warehouse store...that works out to $30/month.  Will never buy another Samsung smart watch again.",[],B07P5JSCMZ,B07P5JSCMZ,AEPS33MI7LANKDAHRYF2MRKNYTIQ,1569271632607,4,False,"Failed after 9 months. I really had a love-hate relationship with this watch.  The display was nice.  The battery life wasn't good.  Had to charge every other day, which makes it difficult to use as a sleep tracker.  While sleeping, using night mode, the watch would occasionally turn on, waking me up.<br /><br />I bought this watch to swim with, but like many others, found that water was what killed it.  Based on other's stories about attempts to have it repaired, it appears that water damage isn't covered under Samsung's warranty, despite the watch's water resistant rating, and the fact that it has a swimming mode and a 'water eject' feature.  When swimming, the watch buttons would often get hit, stopping the tracking of my swim.  Not cool.<br /><br />When timing my bbq cooking, I often found that the timer was inadvertently stopped.  Really not cool.  Overcooked steaks!<br /><br />I paid $270 for this watch at a warehouse store...that works out to $30/month.  Will never buy another Samsung smart watch again.",failed after months i really had a love hate relationship with this watch the display was nice the battery life wasn t good had to charge every other day which makes it difficult to use as a sleep tracker while sleeping using night mode the watch would occasionally turn on waking me up i bought this watch to swim with but like many others found that water was what killed it based on other s stories about attempts to have it repaired it appears that water damage isn t covered under samsung s warranty despite the watch s water resistant rating and the fact that it has a swimming mode and a water eject feature when swimming the watch buttons would often get hit stopping the tracking of my swim not cool when timing my bbq cooking i often found that the timer was inadvertently stopped really not cool overcooked steaks i paid for this watch at a warehouse store that works out to month will never buy another samsung smart watch again,NEGATIVE,0.8885484337806702,sadness
2.0,Really disappointing,I have had this watch less than a year and worn it maybe 15 times.  In that time 7 of the diamond chips surrounding the watch face have fallen off.  7! I haven't been rough with it they just feel out. It's not comfortable to sleep in so the sleep tracking is useless.  The watch takes my steps at first but not anymore.  Previously I had a Samsung smart watch that was stolen.  That watch tracked more accurately. The watch is ok but for as much money as I paid I would expect it to good up better to casual use.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61Kw2w2CAnL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61Kw2w2CAnL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61Kw2w2CAnL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61pYyZyVYRL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61pYyZyVYRL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61pYyZyVYRL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08FWWKGBZ,B09SN81SB8,AGMB6TDAX5GB3K326YEG5AIVOHIA,1648702735403,1,True,Really disappointing. I have had this watch less than a year and worn it maybe 15 times.  In that time 7 of the diamond chips surrounding the watch face have fallen off.  7! I haven't been rough with it they just feel out. It's not comfortable to sleep in so the sleep tracking is useless.  The watch takes my steps at first but not anymore.  Previously I had a Samsung smart watch that was stolen.  That watch tracked more accurately. The watch is ok but for as much money as I paid I would expect it to good up better to casual use.,really disappointing i have had this watch less than a year and worn it maybe times in that time of the diamond chips surrounding the watch face have fallen off i haven t been rough with it they just feel out it s not comfortable to sleep in so the sleep tracking is useless the watch takes my steps at first but not anymore previously i had a samsung smart watch that was stolen that watch tracked more accurately the watch is ok but for as much money as i paid i would expect it to good up better to casual use,NEGATIVE,0.8544961810112,sadness
5.0,"I LOVE this camera, but there's one HUGE FLAW!","As a Samsung S7 Edge owner, I love this camera, but it has one MAJOR flaw that the end user needs to be cognitive of at all times, or the camera will be damaged (as mine was/is). I've had the camera for a about a week, and this has been my experience so far.<br /><br />Out of the Box: Getting started with the Gear 360 2017 was very simple. I un-boxed and charged it, read the quick start guide, downloaded the Samsung Gear 360 app from PlayStore and I was taking photos and shooting video right away. I literally posted my first 360-degree video to Facebook within 10-minutes of connecting the camera to my Android. It is very simple and worked flawlessly. To get a little farther, I watched a couple of quick YouTube videos to learn more about the live streaming functionality, which I may never use, but is still cool if you have internet excellent bandwidth.<br /><br />Pros: Again, simplicity. With my Samsung S7 Edge Android phone, I was able to snap fun photos and video and post to Facebook with little effort. The photo/video is converted from the dual-fish-eye view to the 360-degree format automatically, so it is literally as simple as uploading. The battery life is very good (held a charge for the entire week with intermittent use), and the Bluetooth connection to the phone worked flawlessly every time. As a 360-degree camera, this is really easy to use. It now works with Android and IOS (newer versions), although the Live Streaming doesn't currently work with IOS, and there may still be a lower resolution in IOS at this time.<br /><br />Cons: I really didn't have a negative experience with the Gear 360 yet. Your IOS and Android phone just need to be on a compatible OS. The one main flaw was this:<br />- The Gear 360 is top heavy. It simply falls over if there is the least amount of instability under the base, and the rubber &#34;stabilizer&#34; ring supplied with it is useless (if not detrimental in giving a false sense of security). I literally have placed the camera on a slightly-less-than-horizontal surface, and it is perfectly fine for 30-seconds, then it suddenly falls over like a drunk sailor for no apparent reason. I've scratched both lenses, and here's the next big negative, there's no lens replacement kit for this camera (yet, maybe?). To repair the lens, you must currently ship it back to Korea.<br /><br />Advice? If you buy this camera, buy a decent little tripod for it and take the tripod with you wherever you go. Throw the &#34;stabilizer ring&#34; in the recycle bin and just use the tripod.",[],B06XR9SGXL,B07534737S,AHOMZV55OEX4NBFE4NE3CMZ2CWKQ,1504534799585,140,True,"I LOVE this camera, but there's one HUGE FLAW!. As a Samsung S7 Edge owner, I love this camera, but it has one MAJOR flaw that the end user needs to be cognitive of at all times, or the camera will be damaged (as mine was/is). I've had the camera for a about a week, and this has been my experience so far.<br /><br />Out of the Box: Getting started with the Gear 360 2017 was very simple. I un-boxed and charged it, read the quick start guide, downloaded the Samsung Gear 360 app from PlayStore and I was taking photos and shooting video right away. I literally posted my first 360-degree video to Facebook within 10-minutes of connecting the camera to my Android. It is very simple and worked flawlessly. To get a little farther, I watched a couple of quick YouTube videos to learn more about the live streaming functionality, which I may never use, but is still cool if you have internet excellent bandwidth.<br /><br />Pros: Again, simplicity. With my Samsung S7 Edge Android phone, I was able to snap fun photos and video and post to Facebook with little effort. The photo/video is converted from the dual-fish-eye view to the 360-degree format automatically, so it is literally as simple as uploading. The battery life is very good (held a charge for the entire week with intermittent use), and the Bluetooth connection to the phone worked flawlessly every time. As a 360-degree camera, this is really easy to use. It now works with Android and IOS (newer versions), although the Live Streaming doesn't currently work with IOS, and there may still be a lower resolution in IOS at this time.<br /><br />Cons: I really didn't have a negative experience with the Gear 360 yet. Your IOS and Android phone just need to be on a compatible OS. The one main flaw was this:<br />- The Gear 360 is top heavy. It simply falls over if there is the least amount of instability under the base, and the rubber &#34;stabilizer&#34; ring supplied with it is useless (if not detrimental in giving a false sense of security). I literally have placed the camera on a slightly-less-than-horizontal surface, and it is perfectly fine for 30-seconds, then it suddenly falls over like a drunk sailor for no apparent reason. I've scratched both lenses, and here's the next big negative, there's no lens replacement kit for this camera (yet, maybe?). To repair the lens, you must currently ship it back to Korea.<br /><br />Advice? If you buy this camera, buy a decent little tripod for it and take the tripod with you wherever you go. Throw the &#34;stabilizer ring&#34; in the recycle bin and just use the tripod.",i love this camera but there s one huge flaw as a samsung s edge owner i love this camera but it has one major flaw that the end user needs to be cognitive of at all times or the camera will be damaged as mine was is i ve had the camera for a about a week and this has been my experience so far out of the box getting started with the gear was very simple i un boxed and charged it read the quick start guide downloaded the samsung gear app from playstore and i was taking photos and shooting video right away i literally posted my first degree video to facebook within minutes of connecting the camera to my android it is very simple and worked flawlessly to get a little farther i watched a couple of quick youtube videos to learn more about the live streaming functionality which i may never use but is still cool if you have internet excellent bandwidth pros again simplicity with my samsung s edge android phone i was able to snap fun photos and video and post to facebook with little effort the photo video is converted from the dual fish eye view to the degree format automatically so it is literally as simple as uploading the battery life is very good held a charge for the entire week with intermittent use and the bluetooth connection to the phone worked flawlessly every time as a degree camera this is really easy to use it now works with android and ios newer versions although the live streaming doesn t currently work with ios and there may still be a lower resolution in ios at this time cons i really didn t have a negative experience with the gear yet your ios and android phone just need to be on a compatible os the one main flaw was this the gear is top heavy it simply falls over if there is the least amount of instability under the base and the rubber stabilizer ring supplied with it is useless if not detrimental in giving a false sense of security i literally have placed the camera on a slightly less than horizontal surface and it is perfectly fine for seconds then it suddenly falls over like a drunk sailor for no apparent reason i ve scratched both lenses and here s the next big negative there s no lens replacement kit for this camera yet maybe to repair the lens you must currently ship it back to korea advice if you buy this camera buy a decent little tripod for it and take the tripod with you wherever you go throw the stabilizer ring in the recycle bin and just use the tripod,NEGATIVE,0.5011537075042725,sadness
2.0,Falls short of expectations especially compared to competitors,"The watch's square screen takes some adjustment and feels small yet the design of the watch as a whole isn't ergonomic and feels bulky. The screen resolution is also disappointing; it can be unpleasant to look at. My wrist was super unhappy with the silicone band so I had to switch it out for steel with magnetic closure which is great. I got a third party band to save cost. The pin system for band change is fumbly. The watch cannot control my phone's music or camera. Picture messages cannot be viewed on the watch. Quick replies (cutomizable preset message responses) from the watch are limited to 5. The app selection is vast when it comes to fitness but otherwise sparse. The interesting apps are not free. The Uber app failed so intensely that I had to remove it. I cannot remove Strava from the watch which is very frustrating because I don't use it.<br /><br />That being said, there are seemingly infinite clockfaces to choose from. Battery life is excellent and charge time is super fast. The watch is responsive and accurate when it comes to activity recording. The sleep tracking is also more accurate than apps that use my phone's accelerometer. The move reminders are helpful without being daunting. The Fitbit mobile app is pretty comprehensive with easy setup and practical function when it comes to expanding watch data.. though I cannot get it to properly sync with MyFitnessPal.<br /><br />I usually protest things that are pretty obviously marketed toward women when they don't have to be. I probably should have stuck with that inclination based on the Versa Lite's flashy colours and obvious pink tax feel. I would hope the regular Versa is more capable with it's two button functions.<br /><br />I chose this instead of a Samsung watch like my partner got because I no longer have a Samsung phone. I regret it this purchase as something I live with every day. Their watch solves every problem mentioned above the band but that's an easy switch (especially since their system of changing bands is less fumbly). Their watch even cost slightly less than this one.<br /><br />I stuck this out because I wanted to love it and because I wanted some space from Samsung products. I wear this every day but I even turned off notifications from my phone after a longtime glitch. I use this to count steps and tell time.<br /><br />If you need a watch that tells time, counts steps, and checks your phones notifications.. then surely there is a cheaper, more comfortable, and size appropriate watch out there. If you're hell-bent on a Fitbit then get a nicer one than the Versa Life. If you're not hell-bent on a Fitbit, get another brand of wearable.",[],B07MFZ9MGQ,B0BHKT7D5Y,AFMV4ENGD4PC67NBYDCW7JVZ4GOQ,1554355326675,1,True,"Falls short of expectations especially compared to competitors. The watch's square screen takes some adjustment and feels small yet the design of the watch as a whole isn't ergonomic and feels bulky. The screen resolution is also disappointing; it can be unpleasant to look at. My wrist was super unhappy with the silicone band so I had to switch it out for steel with magnetic closure which is great. I got a third party band to save cost. The pin system for band change is fumbly. The watch cannot control my phone's music or camera. Picture messages cannot be viewed on the watch. Quick replies (cutomizable preset message responses) from the watch are limited to 5. The app selection is vast when it comes to fitness but otherwise sparse. The interesting apps are not free. The Uber app failed so intensely that I had to remove it. I cannot remove Strava from the watch which is very frustrating because I don't use it.<br /><br />That being said, there are seemingly infinite clockfaces to choose from. Battery life is excellent and charge time is super fast. The watch is responsive and accurate when it comes to activity recording. The sleep tracking is also more accurate than apps that use my phone's accelerometer. The move reminders are helpful without being daunting. The Fitbit mobile app is pretty comprehensive with easy setup and practical function when it comes to expanding watch data.. though I cannot get it to properly sync with MyFitnessPal.<br /><br />I usually protest things that are pretty obviously marketed toward women when they don't have to be. I probably should have stuck with that inclination based on the Versa Lite's flashy colours and obvious pink tax feel. I would hope the regular Versa is more capable with it's two button functions.<br /><br />I chose this instead of a Samsung watch like my partner got because I no longer have a Samsung phone. I regret it this purchase as something I live with every day. Their watch solves every problem mentioned above the band but that's an easy switch (especially since their system of changing bands is less fumbly). Their watch even cost slightly less than this one.<br /><br />I stuck this out because I wanted to love it and because I wanted some space from Samsung products. I wear this every day but I even turned off notifications from my phone after a longtime glitch. I use this to count steps and tell time.<br /><br />If you need a watch that tells time, counts steps, and checks your phones notifications.. then surely there is a cheaper, more comfortable, and size appropriate watch out there. If you're hell-bent on a Fitbit then get a nicer one than the Versa Life. If you're not hell-bent on a Fitbit, get another brand of wearable.",falls short of expectations especially compared to competitors the watch s square screen takes some adjustment and feels small yet the design of the watch as a whole isn t ergonomic and feels bulky the screen resolution is also disappointing it can be unpleasant to look at my wrist was super unhappy with the silicone band so i had to switch it out for steel with magnetic closure which is great i got a third party band to save cost the pin system for band change is fumbly the watch cannot control my phone s music or camera picture messages cannot be viewed on the watch quick replies cutomizable preset message responses from the watch are limited to the app selection is vast when it comes to fitness but otherwise sparse the interesting apps are not free the uber app failed so intensely that i had to remove it i cannot remove strava from the watch which is very frustrating because i don t use it that being said there are seemingly infinite clockfaces to choose from battery life is excellent and charge time is super fast the watch is responsive and accurate when it comes to activity recording the sleep tracking is also more accurate than apps that use my phone s accelerometer the move reminders are helpful without being daunting the fitbit mobile app is pretty comprehensive with easy setup and practical function when it comes to expanding watch data though i cannot get it to properly sync with myfitnesspal i usually protest things that are pretty obviously marketed toward women when they don t have to be i probably should have stuck with that inclination based on the versa lite s flashy colours and obvious pink tax feel i would hope the regular versa is more capable with it s two button functions i chose this instead of a samsung watch like my partner got because i no longer have a samsung phone i regret it this purchase as something i live with every day their watch solves every problem mentioned above the band but that s an easy switch especially since their system of changing bands is less fumbly their watch even cost slightly less than this one i stuck this out because i wanted to love it and because i wanted some space from samsung products i wear this every day but i even turned off notifications from my phone after a longtime glitch i use this to count steps and tell time if you need a watch that tells time counts steps and checks your phones notifications then surely there is a cheaper more comfortable and size appropriate watch out there if you re hell bent on a fitbit then get a nicer one than the versa life if you re not hell bent on a fitbit get another brand of wearable,NEGATIVE,0.8507803082466125,sadness
1.0,Good sound quality but sound lags.,"Charging box feels low quality. Initial Bluetooth pairing is more complicated and multi step process than other wireless Bluetooth headphones in the market. The right earbud gets sound first followed by left earbud after some lag. Videos, especially those on YouTube show lag between audio and video. These are not enjoyable and may only work for audio purposes. Sound quality is better than iPods and Samsung gear buds.",[],B07C4WCPG6,B07C4WCPG6,AFO6ULPGK34RLVQH6QKO45Z2JVTQ,1533525978127,3,True,"Good sound quality but sound lags.. Charging box feels low quality. Initial Bluetooth pairing is more complicated and multi step process than other wireless Bluetooth headphones in the market. The right earbud gets sound first followed by left earbud after some lag. Videos, especially those on YouTube show lag between audio and video. These are not enjoyable and may only work for audio purposes. Sound quality is better than iPods and Samsung gear buds.",good sound quality but sound lags charging box feels low quality initial bluetooth pairing is more complicated and multi step process than other wireless bluetooth headphones in the market the right earbud gets sound first followed by left earbud after some lag videos especially those on youtube show lag between audio and video these are not enjoyable and may only work for audio purposes sound quality is better than ipods and samsung gear buds,NEGATIVE,0.7965219020843506,sadness
4.0,"It's garbage, but it's really CHEAP garbage.","Understand going in: This watch is utter crap. It's garbage. It's a &#34;smart&#34; watch only inasmuch as it can connect via bluetooth to your phone and make/receive calls from your connected phone, or act as a very limited standalone phone with a SIM card.<br /><br />However, it's only $10.<br /><br />For $10, it's actually pretty damn cool. It plays music (albeit on a tiny, practically useless speaker) and can make & receive calls. For ten lousy bucks, what the hell more do you expect? The Samsung Gear 2 smart watch costs $200, and doesn't actually do a whole lot more when you get down to brass tacks. Sure, it's sturdier, and prettier, and has more flexibility; it's also 20x more expensive than this humble little $10 piece of crap that, should it get smashed, you wouldn't waste a nanosecond worrying about.<br /><br />If you have an extra ten spot burning a hole in your pocket, pick up one of these crappy little watches. They're cute, and kinda fun.",[],B01HZBDMKG,B01HZBDMKG,AGMYPZBNJ2V6YXPDTAH2X5K7LQCQ,1521994435739,1,False,"It's garbage, but it's really CHEAP garbage.. Understand going in: This watch is utter crap. It's garbage. It's a &#34;smart&#34; watch only inasmuch as it can connect via bluetooth to your phone and make/receive calls from your connected phone, or act as a very limited standalone phone with a SIM card.<br /><br />However, it's only $10.<br /><br />For $10, it's actually pretty damn cool. It plays music (albeit on a tiny, practically useless speaker) and can make & receive calls. For ten lousy bucks, what the hell more do you expect? The Samsung Gear 2 smart watch costs $200, and doesn't actually do a whole lot more when you get down to brass tacks. Sure, it's sturdier, and prettier, and has more flexibility; it's also 20x more expensive than this humble little $10 piece of crap that, should it get smashed, you wouldn't waste a nanosecond worrying about.<br /><br />If you have an extra ten spot burning a hole in your pocket, pick up one of these crappy little watches. They're cute, and kinda fun.",it s garbage but it s really cheap garbage understand going in this watch is utter crap it s garbage it s a smart watch only inasmuch as it can connect via bluetooth to your phone and make receive calls from your connected phone or act as a very limited standalone phone with a sim card however it s only for it s actually pretty damn cool it plays music albeit on a tiny practically useless speaker and can make receive calls for ten lousy bucks what the hell more do you expect the samsung gear smart watch costs and doesn t actually do a whole lot more when you get down to brass tacks sure it s sturdier and prettier and has more flexibility it s also x more expensive than this humble little piece of crap that should it get smashed you wouldn t waste a nanosecond worrying about if you have an extra ten spot burning a hole in your pocket pick up one of these crappy little watches they re cute and kinda fun,NEGATIVE,0.7101858258247375,disgust
3.0,Galaxy Watch 4 Classic - disappointing battery life,"Lots of features and apps, does not measure Temperature unlike many inexpensive smartwatches.<br />Biggest disappointment is battery life.  At best, I've gotten about 36 hours, meaning you charge it every day, unlike the smartwatches at 1/5 the price which last about 6 days before needing to be charged.  Charges in about 2 to 2-1/2 hours depending on state of charge when recharging.<br />The WearOS app is primarily used for setup, unlike inexpensive smartwatches which use the phone app for displaying collected metrics.  Syncs up with Samsung Health app to record activity and some health parameters. To record an ECG requires additionally installing the Samsung Health Monitor app (a different app than Samsung Health) on your cell phone.",[],B096BKVWZZ,B096BKVWZZ,AFRXORZYAPR26RSJCQXNZQE7EMQA,1636012319278,3,True,"Galaxy Watch 4 Classic - disappointing battery life. Lots of features and apps, does not measure Temperature unlike many inexpensive smartwatches.<br />Biggest disappointment is battery life.  At best, I've gotten about 36 hours, meaning you charge it every day, unlike the smartwatches at 1/5 the price which last about 6 days before needing to be charged.  Charges in about 2 to 2-1/2 hours depending on state of charge when recharging.<br />The WearOS app is primarily used for setup, unlike inexpensive smartwatches which use the phone app for displaying collected metrics.  Syncs up with Samsung Health app to record activity and some health parameters. To record an ECG requires additionally installing the Samsung Health Monitor app (a different app than Samsung Health) on your cell phone.",galaxy watch classic disappointing battery life lots of features and apps does not measure temperature unlike many inexpensive smartwatches biggest disappointment is battery life at best i ve gotten about hours meaning you charge it every day unlike the smartwatches at the price which last about days before needing to be charged charges in about to hours depending on state of charge when recharging the wearos app is primarily used for setup unlike inexpensive smartwatches which use the phone app for displaying collected metrics syncs up with samsung health app to record activity and some health parameters to record an ecg requires additionally installing the samsung health monitor app a different app than samsung health on your cell phone,NEGATIVE,0.8616794347763062,sadness
1.0,Not worth the price or the Hype,"I owned this watch for just over a month and in that time the price dropped $30 and what's worse is the resale was $200 less that what I literally just paid. So I took a huge loss on this watch.<br /><br />Pros:<br />-Nice display<br />-Solid Build Quality<br />-Decent features (If you have a galaxy Smart phone)<br /><br />Cons:<br />-Way overpriced<br />-Battery is Horrible. I could not get much more than a day off a charge.<br />-Charging - Takes almost 3 hrs to charge.<br />-Sensors were hit and miss.<br />-The O2 sensor almost never worked and always made me reposition 2 or 3 time before it got a reading.<br />-Heart rate sensor also was hit and miss. Especially during runs the heartrate chart would have huge gaps in it so what's the point in using it as a fitness watch if it only partially works? Even repositioning, tightening and loosening didn't help. It was an issue every time I ran.<br />-Newly released ECG feature and upcoming blood pressure sensor are only available if you own a samsung phone because you need the samsung health monitor app (Not the standard Health App) which is only available via the Galaxy store. So as a Pixel owner I am shut out of 2 of the main features.<br /><br />Bottom line, It is not worth the price. I would recommend either the new Fitbit Sense or the Fitbit Versa 3 as they have comparable features and are much more economical. If your issue is that these lack Apps, then you should play with your phone instead. Its a watch. After losing my shirt on the GS3 I bought the Versa 3 and after about a week I am 110% pleased. Great watch, great battery and it isn't trying to be something its not.<br /><br />Galaxy Watch 3, NOT RECOMMENDED!",[],B089DQ276V,B0923NJNX2,AFMGAXZV4L25ZGQMSKAOREKXJI3A,1601662175914,8,False,"Not worth the price or the Hype. I owned this watch for just over a month and in that time the price dropped $30 and what's worse is the resale was $200 less that what I literally just paid. So I took a huge loss on this watch.<br /><br />Pros:<br />-Nice display<br />-Solid Build Quality<br />-Decent features (If you have a galaxy Smart phone)<br /><br />Cons:<br />-Way overpriced<br />-Battery is Horrible. I could not get much more than a day off a charge.<br />-Charging - Takes almost 3 hrs to charge.<br />-Sensors were hit and miss.<br />-The O2 sensor almost never worked and always made me reposition 2 or 3 time before it got a reading.<br />-Heart rate sensor also was hit and miss. Especially during runs the heartrate chart would have huge gaps in it so what's the point in using it as a fitness watch if it only partially works? Even repositioning, tightening and loosening didn't help. It was an issue every time I ran.<br />-Newly released ECG feature and upcoming blood pressure sensor are only available if you own a samsung phone because you need the samsung health monitor app (Not the standard Health App) which is only available via the Galaxy store. So as a Pixel owner I am shut out of 2 of the main features.<br /><br />Bottom line, It is not worth the price. I would recommend either the new Fitbit Sense or the Fitbit Versa 3 as they have comparable features and are much more economical. If your issue is that these lack Apps, then you should play with your phone instead. Its a watch. After losing my shirt on the GS3 I bought the Versa 3 and after about a week I am 110% pleased. Great watch, great battery and it isn't trying to be something its not.<br /><br />Galaxy Watch 3, NOT RECOMMENDED!",not worth the price or the hype i owned this watch for just over a month and in that time the price dropped and what s worse is the resale was less that what i literally just paid so i took a huge loss on this watch pros nice display solid build quality decent features if you have a galaxy smart phone cons way overpriced battery is horrible i could not get much more than a day off a charge charging takes almost hrs to charge sensors were hit and miss the o sensor almost never worked and always made me reposition or time before it got a reading heart rate sensor also was hit and miss especially during runs the heartrate chart would have huge gaps in it so what s the point in using it as a fitness watch if it only partially works even repositioning tightening and loosening didn t help it was an issue every time i ran newly released ecg feature and upcoming blood pressure sensor are only available if you own a samsung phone because you need the samsung health monitor app not the standard health app which is only available via the galaxy store so as a pixel owner i am shut out of of the main features bottom line it is not worth the price i would recommend either the new fitbit sense or the fitbit versa as they have comparable features and are much more economical if your issue is that these lack apps then you should play with your phone instead its a watch after losing my shirt on the gs i bought the versa and after about a week i am pleased great watch great battery and it isn t trying to be something its not galaxy watch not recommended,NEGATIVE,0.8901442289352417,sadness
1.0,Bezel stopped working in less than 8 weeks.,"Don't buy pre-owned or renewed Samsung Galaxy watches, I bought 2 for xmas and both don't work in less than 8 weeks. RIPOFF!",[],B07QP7LVZ2,B07QP7LVZ2,AHQGOXGF33Z36FSUJI6LOQH3BKYA,1582772450219,0,True,"Bezel stopped working in less than 8 weeks.. Don't buy pre-owned or renewed Samsung Galaxy watches, I bought 2 for xmas and both don't work in less than 8 weeks. RIPOFF!",bezel stopped working in less than weeks don t buy pre owned or renewed samsung galaxy watches i bought for xmas and both don t work in less than weeks ripoff,NEGATIVE,0.8800531625747681,sadness
